SAMPLE_ANALYSIS_NO,SiO2,TiO2,Al2O3,FeOT,MgO,CaO,Na2O,K2O,P2O5,Class,Probability,Lithology,ROCK_GROUP,LITHOLOGY_NAME,GSSA_code
135858,49.970652980225715,1.1161477817304521,14.028646430924024,12.899513473401631,7.505837834939643,11.775871091651554,2.2118157876493365,0.3379163008908709,0.15359831858675949,igneous,0.9962084853735724,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
135860,67.3328623974783,0.7458723755714589,15.019621809452666,4.93703311894719,1.7880502154110314,2.881315204262348,2.7995757658435583,4.2402333679747315,0.2554357450587188,igneous,0.965951014588948,"Dacite, Granodiorite",Metamorphic General,Gneiss,GRDI
135862,44.84068803187849,3.2527455620378656,14.673268623703937,18.65057786802457,6.8235829613728125,10.076328523410675,1.0774078360062334,0.18469848617249712,0.42070210739291,igneous,0.9889347762769992,"Picrite, Peridotitgabbro",Metamorphic General,Amphibolite,PICR
135863,48.45068660254529,1.6825970661134972,13.785132589845526,14.228094135828812,7.875770604639684,12.061991016114831,1.5204190356447267,0.1925864111816654,0.20272253808596355,igneous,0.9956280281035544,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
135867,54.70403360721185,0.8613618551411807,17.32798117944831,16.951620434428964,4.745046009023347,1.5413843723579024,0.9570687279346451,2.7906109225041758,0.1208928919496394,sedimentary,0.7263860292831025,Iron-rich Shale,Metamorphic General,Gneiss,IRFM
135868,59.9842067831055,0.8764584268139572,16.31327245283781,11.21425474037805,4.427888237198834,1.5502675063876927,1.5097376369396491,4.00232460799437,0.12158960834413275,sedimentary,0.7528856625278074,Shale,Metamorphic General,Gneiss,SHLE
135880,67.31105582733811,0.7586495702173512,14.052837676509327,5.7085141553347265,2.6476360839800184,1.3340012576976243,2.5050710640734013,5.519302913527576,0.16293145132184725,igneous,0.5194159434652836,"Trachydacite, Quartz-syenite",Metasediment,Paragneiss,QZSY
135883,58.273163583140594,0.672382656728545,17.522699538986327,7.7001989399906225,2.9951591072453363,6.173695302689366,4.085234020426463,2.159774594340175,0.41769225645258096,igneous,0.9932978163386064,"Trachyandesite, Monzonite",Metamorphic General,Gneiss,MONZ
135884,72.39825116948697,0.28591692986539285,14.397959682507276,2.195987348188118,0.6841583678921899,2.2464901632280867,4.043682293810556,3.5739616233174103,0.17359242170398853,igneous,0.9939391499552498,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
136198,72.46484278271932,0.45543546441653204,14.270311218384672,2.2129453957214906,0.7286967430664512,1.0221995979126608,3.8965034177858846,4.827615922815238,0.12144945717774187,igneous,0.989262625383292,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
136199,72.53769956373088,0.5627042984492524,13.914142652563331,3.4706353478419047,0.8184789795625487,1.1254085968985048,3.611538497319746,3.836620216699447,0.12277184693438233,igneous,0.8423497712486897,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
136200,72.582866944366,0.48286921286518,13.723651313010375,3.2380925756375585,0.7624250729450209,1.2503771196298346,3.4664926649900294,4.381402752524053,0.11182234403193646,igneous,0.966451691073577,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
136201,76.01662085085958,0.2072261605641784,13.242257089710913,1.2643159360676988,0.2426062367580625,0.9805335402305028,4.013111499706284,3.8513740085342425,0.18195467756854689,igneous,0.9841121075522948,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
136735,67.07211636808722,0.7400704198021967,14.490889338784273,7.6464570533552285,2.173633400817641,0.8073495488751238,3.819384404293855,3.1155412078386178,0.13455825814585395,sedimentary,0.7168595259885825,Shale,Metamorphic General,Gneiss,SHLE
136736,50.93630389382013,2.1593686640585004,15.187904000794234,11.899824887909894,6.8397227540991725,9.030087140608275,2.4383301661139045,1.1571736381557514,0.35128485444013885,igneous,0.9964100398821796,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
136743,74.79608882218369,0.3699264555568704,12.364665089846074,3.5201398993526527,0.9729572529714946,0.5979633117220644,2.716172331212089,4.591142037459242,0.07094479969583818,igneous,0.9448521949950812,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
